iter	RMSE
580	156.7928616
581	156.71163
582	156.6441527
583	156.5497249
584	156.5339437
585	156.4354758
586	156.3464564
587	156.2841583
588	156.2266404
589	156.1442663
590	156.1172348
591	156.0598276
592	156.0083009
593	155.9409992
594	155.9094774
595	155.8464983
596	155.79807
597	155.7256462
598	155.6914572
599	155.6362391
600	155.5646557
601	155.4675514
602	155.4141748
603	155.3656852
604	155.3233503
605	155.2512357
606	155.1778702
607	155.1371831
608	155.0658613
609	155.0111291
610	154.9529305
611	154.8892057
612	154.7866205
613	154.7065197
614	154.6218834
615	154.5653018
616	154.5213423
617	154.4735116
618	154.4015277
619	154.380754
620	154.3182313
621	154.2737796
622	154.2196519
623	154.1794078
624	154.1155889
625	154.0874942
626	154.0156648
627	153.9547498
628	153.9157635
629	153.8826964
630	153.8114994
631	153.7563829
632	153.7117982
633	153.6247326
634	153.5679254
635	153.4735511
636	153.4161754
637	153.3572302
638	153.3033726
639	153.273164
640	153.2236096
641	153.1432099
642	153.079767
643	152.9875214
644	152.9353268
645	152.8659958
646	152.7983212
647	152.6920897
648	152.6481394
649	152.5861361
650	152.5049423
651	152.4701014
652	152.349259
653	152.2859658
654	152.2514409
655	152.1979924
656	152.1332091
657	152.0948377
658	152.0104429
659	151.9652823
660	151.9382403
661	151.8466244
662	151.787055
663	151.722323
664	151.7018903
665	151.6531846
666	151.5839799
667	151.5613964
668	151.5104664
669	151.4316671
670	151.3562241
671	151.2940399
672	151.2665342
673	151.1739811
674	151.1409521
675	151.1123388
676	151.0408361
677	150.9917716
678	150.941991
679	150.8792567
680	150.8329241
681	150.7422073
682	150.6627869
683	150.6057554
684	150.5685262
685	150.5240726
686	150.5048265
687	150.436053
688	150.3828451
689	150.313603
690	150.2612747
691	150.2163451
692	150.1626264
693	150.1225514
694	150.059894
695	149.9906561
696	149.952647
697	149.870296
698	149.7894938
699	149.7482378
700	149.6382783
701	149.5791753
702	149.519527
703	149.4734251
704	149.4375787
705	149.3890341
706	149.3569489
707	149.322442
708	149.2882366
709	149.2307759
710	149.1891512
711	149.154702
712	149.1215601
713	149.082968
714	149.0183111
715	148.9551273
716	148.8949097
717	148.8505297
718	148.8106653
719	148.743489
720	148.7057259
721	148.6330379
722	148.5424295
723	148.4906515
724	148.4141371
725	148.3461206
726	148.3040999
727	148.2515085
728	148.2205806
729	148.1663146
730	148.1486833
731	148.0652344
732	147.9918799
733	147.9483478
734	147.9066571
735	147.8528456
736	147.8006772
737	147.7678264
738	147.7140351
739	147.6818954
740	147.6188931
741	147.5738478
742	147.4909608
743	147.4473561
744	147.3767901
745	147.3487918
746	147.2991135
747	147.2650537
748	147.1988281
749	147.1644719
750	147.1057719
751	147.0665524
752	147.0005783
753	146.9145218
754	146.8601676
755	146.8253137
756	146.7432822
757	146.7069437
758	146.6664304
759	146.6314188
760	146.6023834
761	146.5508109
762	146.5078994
763	146.4671533
764	146.4290545
765	146.3744589
766	146.3423603
767	146.2884211
768	146.2368449
769	146.1583391
770	146.0833936
771	146.0189896
772	145.9719868
773	145.9169876
774	145.8893785
775	145.8403298
776	145.8151857
777	145.7443629
778	145.6615372
779	145.6261299
780	145.5860925
781	145.55308
782	145.5289032
783	145.4682281
784	145.4242258
785	145.3750552
786	145.3161704
787	145.2517675
788	145.1715586
789	145.1359831
790	145.0771989
791	145.0462195
792	144.9912256
793	144.9466712
794	144.8926547
795	144.8485863
796	144.8006832
797	144.7627174
798	144.7023879
799	144.6593036
800	144.6086093
801	144.5667375
802	144.5326191
803	144.4847803
804	144.43474
805	144.3480612
806	144.2854171
807	144.2330403
808	144.1879162
809	144.1269116
810	144.0915378
811	144.0468068
812	144.0011689
813	143.9327594
814	143.8786188
815	143.8049563
816	143.7552463
817	143.7248282
818	143.6638412
819	143.6364569
820	143.5892714
821	143.5366869
822	143.4949117
823	143.4527991
824	143.393726
825	143.3552231
826	143.2783525
827	143.2505351
828	143.1900367
829	143.141779
830	143.0855366
831	143.0226731
832	142.9537722
833	142.9197084
834	142.8765059
835	142.8288115
836	142.7924169
837	142.7517345
838	142.6804898
839	142.6190084
840	142.5818443
841	142.5055596
842	142.4459667
843	142.4108115
844	142.3530202
845	142.3228865
846	142.290716
847	142.2573354
848	142.2247057
849	142.2052044
850	142.1309076
851	142.1005178
852	142.0667274
853	142.0201472
854	141.9568661
855	141.9151198
856	141.8447503
857	141.7865178
858	141.7448257
859	141.6908525
860	141.6179119
861	141.5871724
862	141.5310676
863	141.501779
864	141.4598086
865	141.4100894
866	141.3594084
867	141.3257338
868	141.288943
869	141.2559164
870	141.2203058
871	141.1907768
872	141.1413583
873	141.1204211
874	141.0508222
875	141.0018017
876	140.9631381
877	140.9255831
878	140.887959
879	140.8612423
880	140.8372588
881	140.768706
882	140.7441701
883	140.7150418
884	140.6623021
885	140.6129753
886	140.5575599
887	140.5172272
888	140.4540339
889	140.4093632
890	140.3592802
891	140.3173887
892	140.2766583
893	140.2370175
894	140.1952792
895	140.1567606
896	140.1295782
897	140.0775488
898	140.0394789
899	139.9699982
900	139.8950364
901	139.8507168
902	139.7893903
903	139.7490818
904	139.7137581
905	139.6853239
906	139.6317664
907	139.5814022
908	139.5426882
909	139.5099815
910	139.4701179
911	139.4085073
912	139.3585906
913	139.3148709
914	139.2612815
915	139.2014219
916	139.1576383
917	139.1035122
918	139.0578969
919	139.0193072
920	138.9784923
921	138.9366642
922	138.8799219
923	138.8300296
924	138.7830113
925	138.7398103
926	138.7138328
927	138.6903251
928	138.66069
929	138.6243776
930	138.5978366
931	138.563457
932	138.5452335
933	138.4859707
934	138.4692742
935	138.4452174
936	138.4064768
937	138.332698
938	138.2916597
939	138.2567339
940	138.1997982
941	138.1651114
942	138.1219359
943	138.0589176
944	138.0288722
945	138.003901
946	137.9383737
947	137.8747692
948	137.8338207
949	137.7698878
950	137.7320043
951	137.6690715
952	137.6353332
953	137.6101954
954	137.5723102
955	137.5427613
956	137.4950826
957	137.4553865
958	137.4286781
959	137.3578011
960	137.3291235
961	137.2869478
962	137.2394517
963	137.1877488
964	137.1394524
965	137.0652686
966	137.0370164
967	136.9997345
968	136.9624608
969	136.9153429
970	136.8698254
971	136.8235021
972	136.7882638
973	136.7585039
974	136.684638
975	136.6607167
976	136.6192842
977	136.5830192
978	136.5179331
979	136.4968071
980	136.4354311
981	136.3852202
982	136.3571818
983	136.309963
984	136.2738979
985	136.2473957
986	136.1955697
987	136.1554066
988	136.1206174
989	136.0687653
990	136.0225302
991	135.9892678
992	135.9528537
993	135.9125798
994	135.8673446
995	135.8359019
996	135.803395
997	135.7733764
998	135.7260751
999	135.6808261
